period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95
33,-0.4920428453828857,-1.01893322790611,0.02543951471859105,-1.354707698797234,0.36057566397376406,-1.5184205216943811,0.5243626157302094,-0.27793215485427636,-0.554650590117854,-0.005509101622961643,-0.753100648627298,0.13183345918936917,-0.8405221311015852,0.22477114938819698
36,-0.5396634247613907,-1.0894697950024594,0.003181399079731282,-1.441633987213152,0.35066280736982836,-1.6131868007636674,0.518933620118367,-0.3079066457790567,-0.6009444233248813,-0.021238559684618186,-0.813219824798257,0.11771880328033998,-0.8914386768967247,0.20439141807893446
39,-0.5499798762154732,-1.1113260803453762,0.0015765948040821836,-1.4699699413702956,0.3542222017652965,-1.644539452500313,0.5259166961121435,-0.31597603065221763,-0.6060450451579764,-0.02936826012135695,-0.8031660471001769,0.10518290133508315,-0.9024840931337856,0.18799480923750597
42,-0.5847493971766657,-1.1533114100373592,-0.02576442701755266,-1.517081916338298,0.3313245573708065,-1.694040747366767,0.5050230423836589,-0.33406777478592437,-0.6417540212160794,-0.03706544649434618,-0.853094259755719,0.09445282989661774,-0.9437868725539749,0.17263072174048033
45,-0.6081425948672561,-1.1964188355942513,-0.03544121038038933,-1.573689519197433,0.33096241483653993,-1.7564353770868122,0.5094983035401458,-0.36186445297500164,-0.6712505749390361,-0.033940670303747096,-0.8939822621751864,0.09214836299396922,-0.9996562751218827,0.17039526668004515
48,-0.6566711335386672,-1.275266178379372,-0.06965350980728433,-1.668730140373974,0.305983636049912,-1.8595066091075618,0.4885142978189017,-0.3683606660592935,-0.6800248367340527,-0.0423550678318709,-0.9040486026755918,0.08538440476781148,-1.023827844497753,0.16101541725487542
51,-0.6727099193775222,-1.2946677256051722,-0.07111082793569412,-1.6895570076904862,0.3127365310626324,-1.8816931071807752,0.4991763422980277,-0.3885456011245969,-0.705523906766426,-0.04932439065841246,-0.9094858603419983,0.07738794184601913,-1.022482285839418,0.15311661369908403
54,-0.6879781572485385,-1.3236680866013126,-0.07288448154561886,-1.7265282906760309,0.31874932281777946,-1.9224221971691384,0.508467305091093,-0.4150116466484831,-0.7340584731822242,-0.05152078531673904,-0.9375232066238669,0.07616652356692738,-1.0556751155406428,0.15305132330058913
57,-0.7078034596981613,-1.3622951186157592,-0.0814680247108449,-1.7752744097301814,0.3151401014912894,-1.976096069769922,0.506094428325536,-0.4252620905185549,-0.7703248139918173,-0.041543047299758246,-0.9888993031442239,0.07800989720548443,-1.1156355352884244,0.15650040806440937
60,-0.5636660644134572,-1.1345766720262251,-0.01269829664720689,-1.4913001440684965,0.32287006874440766,-1.664214017480621,0.48498553345114886,-0.3035615313993323,-0.5564746657291249,-0.032764543532943474,-0.7354925960766865,0.06245924298586282,-0.8441494670046445,0.11133241685118458
