ccode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
IDA,,,9.809750842,10.93564714,11.7577229,11.89288422,12.65015437,13.09954228,13.44326387,13.22325123,12.19060601,13.23573772,13.53678928,12.10843698,9.681500039,10.21694935,11.72437893,13.62571784,14.77846221,14.83402184,15.55234509,10.49219284,11.3020543,12.3674615,12.44664572,12.95664063,14.35060922,14.3437453,14.23102236,14.15738056,12.70536051,12.03161938,12.93381107,12.42489929,11.84521228,12.6225796,11.98707697,12.50053976,12.55854639,14.57402113,12.89239852,13.78313805,14.03519624,14.44901121,15.02113919,15.61141903,15.70530444,17.33897571,19.22416004,19.74445536,18.88962354,17.75945746,17.86244291,17.9464944,19.5846923,20.91467572,22.22585417,22.8700396,23.45877628,24.04181193,24.70541301,25.48357874,26.77319537,
IDB,7.562203847,8.40956953,10.39580344,12.01570913,13.9221718,14.7731366,16.26858872,18.02280795,17.7993545,16.77097946,14.13880437,16.00200038,15.96014642,12.90025148,10.05152975,11.56106643,12.42932591,14.49046776,16.12356279,15.05384443,16.68383196,9.435797847,10.51773577,11.9139946,12.90650434,13.72973945,16.9783498,16.66715001,16.63795067,16.87721564,15.02499021,14.72956574,16.17643159,15.09603248,14.67203166,12.78236574,11.73128177,12.27361162,12.4216184,17.56996972,14.33896382,14.95864268,15.33906384,15.54146849,15.6576312,15.27386119,14.87823987,17.91708176,20.85390913,19.90500256,16.50146653,14.79944393,14.13577492,14.130212,15.36688913,15.57137238,16.8337821,16.64723368,15.85874337,16.32882775,17.47583341,18.0789845,18.35656853,
IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.65871049,27.25304113,30.08219936,33.43417143,36.05813961,36.42354516,39.1187983,39.40242469,38.73234956,38.80544967,38.37269395,38.67953909,36.9909591,35.28845872,
IDX,,,,,,,,,,,,,10.8554527,,9.36705544,9.185965535,10.98339092,12.74866794,13.50592582,14.59901126,14.31853307,12.62434816,12.84321243,13.04438105,11.92775347,12.09882508,12.07770925,12.49221738,12.26564932,12.17646128,11.22792019,10.32739394,10.719237,10.60559386,9.714159491,12.45718735,12.28620964,12.76725714,12.71977143,12.85009283,11.93897003,13.02405733,13.14582121,13.69104237,14.55060176,15.86733871,16.36467426,16.88929772,18.00843715,19.62964528,20.60937883,20.27419915,21.59362482,21.98094551,24.31716791,26.64769914,27.15183017,27.92634258,30.27275422,30.53121455,30.74757713,32.06059196,34.94197305,
IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,7.843132628,8.516176155,8.980480807,9.10745401,8.536791909,9.270091621,9.515407718,9.116728704,9.820643428,10.40012864,11.2365497,12.49343793,12.92235768,13.09386383,12.91379979,14.93373333,17.8877017,18.04178519,19.6954207,20.95673624,20.54345895,21.22546245,22.68789892,22.89266876,24.28257464,24.56366516,25.8010011,25.38235951,25.27511744,26.58981401,24.91645657,23.82174445,24.69824025,23.83205539,23.6473414,22.5107747,23.40244204,23.55532535,23.67774686,25.42286221,28.33955116,28.61941543,32.30648907,31.62626562,36.19180385,40.06798048,43.62775243,45.62776475,49.55936669,48.12444791,50.55537498,51.28923313,51.88850764,52.38570952,51.88218736,51.86752408,49.10122542,48.7940214,50.33816275,50.74246174,54.57172195,50.41216382,,
INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.77639788,75.40688795,85.71898387,104.8995593,124.6403806,144.5708585,158.0991297,166.3226391,169.2522922,133.3180844,115.6075783,111.5224832,104.4740748,80.42211067,52.97319957,48.47755216,44.02731535,40.65124747,36.80350265,32.89863179,27.3601196,26.16741072,
IRN,12.93681681,14.2183461,12.97752832,14.83352175,16.4653159,15.96772425,17.20658887,17.83092394,19.00933599,19.34586014,20.98020089,19.67152025,20.46522615,19.79745772,15.37110179,20.91926696,21.68477564,21.49023757,,25.73462184,29.69508404,26.16050401,20.66915143,19.81902473,18.30482291,19.25917446,22.78181313,21.54547759,21.33045845,22.7084297,22.97866413,22.42038052,23.19095226,20.85201807,19.70570131,16.68823738,15.17698489,16.60541304,18.02192033,18.04327967,26.24978118,30.07958278,29.10088063,32.43325476,35.0710959,38.34815323,44.7948028,47.04727614,45.31506944,49.21222941,52.02294982,49.2475079,49.61732348,44.59649913,48.9844793,56.37195936,60.29749349,,,,,,,
IRQ,8.530099278,9.142330181,9.040113318,9.186127504,8.219668794,,,,13.61527308,13.61757587,14.06689991,12.48024005,12.66812705,11.96630658,6.964038931,7.190448632,6.552355522,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26692714,1.556177168,2.26399132,2.475804461,2.682220363,3.778730148,5.39309563,5.41445204,5.90755945,6.335649162,6.814295451,9.875822389,10.07668376,9.549839733,8.580017333,8.808960328,13.31485765,11.3034313,,
ISL,46.85820673,44.88739984,42.04413885,40.43042482,31.28226226,32.94079877,32.20903425,36.64585601,38.97926086,34.37785907,32.25242718,31.011612,29.24783794,28.31915902,30.83992491,28.49793768,25.9003777,25.18179388,24.23649875,25.87870437,26.56247602,29.10005659,36.12832785,38.02085256,39.40818428,37.92675912,33.03767125,35.47518953,39.55609719,45.83521549,41.8528642,43.06819501,46.15061671,46.14062739,44.00688045,45.43775063,48.03379349,65.02889874,62.37377956,70.9675909,93.52969513,95.10071536,100.5556734,125.1451157,157.7977677,239.5618231,304.5751127,246.6093073,192.8228005,172.585574,159.5842706,136.3874661,117.8361937,107.1752961,94.23487198,87.23369451,84.18907414,86.82470616,90.91256053,88.79311788,100.5489333,102.0071342,96.64595057,
ISR,13.46930922,13.70081249,14.60823373,14.81563997,17.81519186,19.65423112,23.0318258,25.64102564,27.06213466,28.39629722,,,,,,,,,,,,,,,,,,,,,,,,,,58.60834428,60.15358304,62.16831105,66.50926359,69.39530735,70.4826777,74.51762186,77.32296235,73.90564796,72.05133439,74.81371083,72.71728723,65.96469364,69.23141278,65.51478165,67.30460595,67.70329413,66.59621919,64.83603264,65.08254867,65.72936804,64.69555883,64.68235576,65.41794336,64.15870055,67.55117667,69.37210718,70.16601686,
ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.34992479,62.06225768,65.33336507,67.72795784,70.85062866,75.77188136,81.79987885,83.68874044,87.56486503,93.0509631,94.06032112,93.75903241,90.84246281,88.6461863,87.33184121,84.94363796,80.78255305,76.72240892,73.74363989,83.08926863,76.84606286,71.46483104,
JAM,15.74103317,16.3011845,14.94095622,12.9888824,16.27708716,18.30357143,17.25810569,17.58479673,19.20947741,24.71038582,23.8766465,25.41328759,28.91390452,31.57357986,30.8543442,28.9270508,27.51813631,22.21720957,20.6362439,20.99506975,21.89650332,25.56194765,31.51272242,33.74871255,29.1155747,25.37340053,24.20766819,28.0697206,31.75504448,35.61932205,31.55846411,28.88344071,23.18535879,20.85800386,19.57969823,21.33403534,19.90135576,18.46488455,23.36738477,23.85852667,25.56436013,12.95205936,14.7238342,18.35216231,20.00582612,20.97807564,23.43907815,27.30668573,30.19132402,28.60347587,26.40566482,26.7957383,28.98832874,29.76976879,29.32295105,30.02946579,32.01805415,40.76307316,43.14040442,48.29943821,56.86229412,54.48077111,50.82556478,
JOR,,,,,,14.77217554,15.82808511,16.34618794,19.12125749,17.4150641,19.09544658,18.54624277,17.02201705,19.12641084,20.81436349,26.5242028,31.24894217,28.5721321,39.45140199,45.2924173,46.49703837,47.7092365,51.08690382,55.59588044,59.35644342,60.74835076,57.85338094,59.24056501,62.4528856,64.66101835,62.27525262,62.36193374,55.89569023,60.65799094,64.50129667,68.86251511,69.36318104,69.99102641,69.12631466,71.38786494,72.08740227,75.70839292,72.7396232,70.80223277,74.69885921,88.09189298,91.76859883,91.63205922,78.43456367,73.31976343,71.25475882,71.82594793,71.28902892,70.52722512,66.66394155,66.71117103,70.95308036,74.49296984,75.62121457,76.9001413,83.1365318,81.96296221,84.42648632,
JPN,,,,,,,,,,,105.9698904,117.3275864,126.5706304,125.3668426,119.954549,123.2432328,123.8774537,121.8434747,121.110402,122.5490287,124.5064452,127.4871557,132.5609034,136.9670635,139.7312675,143.2936941,148.9830974,164.5980288,173.4853778,181.9069307,186.9876788,186.6568421,190.3736345,193.8073863,195.5869075,193.5618998,193.5036105,206.5826884,214.5838172,217.7608873,208.8150056,180.2015371,177.9180356,177.5363257,170.7718668,168.9034087,166.6423504,160.1678863,158.4960739,165.5958398,158.614078,157.840353,158.2436635,161.5201948,162.5211493,161.7803058,162.3517033,167.6277634,167.3471485,175.3637858,193.4868162,193.7353073,194.9457943,
KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.72910693,33.03022982,29.18759774,25.93253398,24.2664786,25.6352311,26.01022236,25.02189369,
KEN,,12.30579422,11.80493182,13.17519473,13.69498542,13.76263012,12.6112031,14.58427987,12.89001076,12.72919267,15.11891873,17.43253456,16.48604837,17.89331663,17.97643066,17.33316621,16.82708448,17.50860261,21.71203036,20.9732641,21.81177808,21.00307985,20.43702436,19.32301155,18.98640335,19.33408457,19.31198823,18.41641773,18.92614283,19.22447875,18.65653235,19.95807259,22.15245024,18.49619644,19.83415589,25.81411778,21.68162611,24.35517783,23.96341678,26.56944193,25.75838277,25.2226867,25.85460183,25.15567522,27.28751603,26.27687547,22.888311,23.04496428,25.38061175,21.87482158,23.98663655,27.36595285,26.40223411,28.3321722,34.52206518,36.69932935,35.57107321,33.1505993,31.19868977,30.83202877,32.14980742,31.12312402,31.54204984,
KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.53916049,8.659318869,3.474550035,5.348698415,5.101380683,4.161489771,3.829001062,4.178298667,4.783990729,7.07665126,7.946704929,10.55755056,6.351054341,13.77385249,13.72828285,13.64448082,11.48827264,13.37110594,15.66249447,20.05196336,22.81526427,20.61339346,21.40147068,23.37481209,23.30019174,26.61682217,24.1631715,21.86149999,
KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.371986061,3.336969157,3.478932847,4.722340253,6.276632412,5.585181132,5.705934709,6.379891218,5.987943225,6.31035106,7.211242354,9.024891324,8.976211168,11.99230148,18.2065095,23.4592139,24.59369365,27.5578668,28.25321834,38.73996005,52.01451548,62.66266635,74.31674106,81.67383285,86.65213384,99.57414396,114.1939344,139.5973975,166.2618398,180.0368228,
KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,,,,,,,,,,,,,,,,,,,,27.21722163,28.54685133,30.85989011,32.59622836,36.15322306,30.44698193,31.59749099,29.08941477,31.77905344,36.47629056,43.08907272,39.51602455,44.0815504,51.13296725,52.76743337,52.245994,52.0857504,51.56302335,51.56374936,54.5263891,55.63649461,59.83040864,54.61345081,50.80517259,54.23756095,54.69023768,54.45903415,51.69806658,54.73942409,55.08178861,58.84472576,60.21664273,58.43318789,59.12632991,55.33599749,52.30335529,53.88955754,51.44159215,49.20992865,49.18416298,48.54796409,61.50522496,68.18328876,64.12776195,
KOR,5.742296919,12.03513424,12.71385624,10.54580521,8.827903204,10.23334135,11.14435794,16.82095006,25.50298305,31.91892258,32.87420439,34.93775451,34.28052581,34.37265935,36.20430108,33.70025418,30.76813056,30.0846943,32.82311316,35.44698987,40.37240938,40.78669534,44.22950568,43.71064379,43.25225566,45.8277289,45.16451783,45.82779639,43.89380573,48.63751781,50.77399751,50.36289426,48.91633951,48.75596998,49.33741108,48.60676063,51.87461203,56.67233946,61.78033276,66.84502403,71.74527619,103.2292227,112.6511091,111.1159857,105.8598834,110.303667,122.2181247,129.1361895,141.9498785,138.0949141,130.0385948,132.5384724,130.7459185,128.4920532,131.5550651,132.1407127,134.8257914,136.4924733,141.1550144,151.2580524,164.1361735,170.8211546,174.9677692,
KWT,,,,,,9.919893191,10.09367681,11.08944954,14.12197687,13.65015167,13.35866706,10.6310617,12.00136612,15.43544667,9.223708608,14.36191527,24.00708389,30.15081504,36.19585864,30.53159538,33.96331136,52.43923237,72.18743693,71.78504149,72.43130781,73.42703963,93.54560504,83.02143211,90.84563311,73.70815569,,26.73014336,17.72419089,17.16249624,23.07859172,30.02625125,33.65220435,46.96796898,60.7297793,54.69208371,45.3894886,56.63054206,58.33706644,59.46456908,56.36454355,50.93266704,49.95414242,59.57938773,57.26492814,79.07192699,74.639166,60.79023253,55.7432613,59.75196236,67.64078998,98.5107721,105.1871447,98.69910722,90.91908607,95.10658676,,,3.706126804,
LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.80396476,,,,,36.04531677,34.90368161,31.28587103,25.47365618,23.61188909,22.53879857,19.94932316,20.24150011,19.7864744,20.30359545,22.51132339,25.81552245,29.70348762,32.28674551,34.33478245,37.87894165,41.36449469,43.55748746,45.17122982,46.25607775,45.29196575,44.51437446,44.51476106,48.55374386,50.28817095,53.69712673,52.38278502,53.08812301,
LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.057650714,0.962944844,2.951233014,4.666047566,6.930809864,8.92282028,9.080050551,9.021903865,12.97360531,12.61876668,8.441349714,8.931729258,9.586862653,8.512054525,6.919117655,6.713329194,7.354783144,5.873850551,6.543260116,9.566283245,17.24181865,20.91926156,,,,,,,,,,,,,
LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.55073738,65.54829386,79.37749836,45.73585724,48.94835821,42.96859191,48.81639586,54.94463255,60.54853598,66.14,73.89131516,82.26747512,87.90161414,86.02285113,82.57456705,78.64287036,78.1256872,69.66952645,71.81109422,74.10642012,76.27527271,72.04469361,82.52848001,89.98785657,89.95533027,93.31729293,98.22554758,100.5661239,103.9993482,106.5677251,,,,,,
LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.991835527,2.029503293,2.054917497,2.558169373,3.352115762,3.809670052,4.744132338,5.259374881,6.126649856,7.946963176,9.36698516,10.37426364,10.04677562,11.82077415,11.44044818,12.74494943,13.0206646,16.75235379,16.97640791,14.30787157,14.01954965,12.9145818,14.78743052,
LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.43372022,28.42445162,28.75652447,32.22728247,32.40995284,32.53464419,23.68472906,22.01922397,24.56286297,23.94941867,20.46729926,19.61482558,17.20667384,12.78405711,10.33999861,7.38438933,6.007618628,6.153676013,7.299144171,11.17826557,9.260186236,14.18191947,9.338085156,13.73693691,19.31871886,21.51997872,18.88292583,14.78962831,12.84654233,14.62902872,21.85523666,9.768667653,10.13147177,
LCA,,,,,,,,,,,,,,,,,,,,,35.54891304,35.23504762,39.78747475,39.10977444,35.07643594,32.85976563,30.09901961,30.83491124,34.61336207,39.52975647,36.96370607,37.64502112,37.37032967,43.61665765,44.65007784,45.94281553,50.29366197,53.85220588,53.11072182,56.01386099,58.84380461,63.97593361,63.92884774,56.19669917,57.3071875,62.53320287,69.69939043,85.67860232,88.87127712,93.51375065,90.88051289,88.17061824,92.84457587,89.39735868,79.35224472,70.92146548,64.15133598,58.92656813,56.00882594,53.77551652,73.4505771,60.02645892,51.04969975,
LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.33018417,33.51979475,30.50408532,25.21013709,23.41325623,22.31578557,22.00847077,22.52568441,22.09007685,22.72269063,24.76276173,28.03189337,31.91318879,34.32686669,36.34857245,39.17275764,42.87687577,45.1508228,46.92133598,49.12127266,48.68776217,48.27109001,48.32238511,53.07194849,54.82803072,58.57639803,55.98598045,56.30002933,
LDC,,,,,,,,,,,,,,,7.67923783,7.444445909,9.229544225,10.19977187,11.10120454,12.08551177,12.42878196,11.11811393,11.31630929,11.284675,10.34902712,10.884888,10.84927517,11.49125692,10.39359545,10.66410317,9.743023725,9.275332898,9.534091159,9.388553051,8.941864657,10.91114189,11.95369555,12.63452989,12.96278994,13.10922359,11.90596721,13.02402908,13.09458185,13.14628763,13.80042441,14.36021706,15.04645205,15.10364126,16.14707307,17.98226096,18.92786102,18.20501074,19.68264088,20.46644721,23.08491727,25.14944013,25.23560584,25.7066404,28.14865729,28.81023249,30.56046394,31.77785181,33.9808871,
LIC,,,10.36988606,10.96804518,10.26777311,9.532133057,9.741654992,8.607008514,9.118870727,8.850801524,8.643672669,8.098348982,8.617000626,9.239331604,9.288728797,9.523350686,9.381699534,9.276232311,10.20440466,11.35591198,11.12563565,9.135009016,9.386211635,9.381811896,8.022915079,7.727834285,8.03489921,8.024432039,6.753124185,6.58260988,6.234795674,6.447235504,7.135630649,7.36218784,7.014119137,7.890812652,8.463091639,8.771307438,8.883199766,8.90169899,7.482399025,7.616622441,7.578931721,8.831462959,9.778469262,11.61878882,12.10241409,12.17814144,13.63537907,15.31682579,16.27994762,11.3952882,10.33132137,10.69367376,11.71471992,11.85894569,12.14141353,11.6010938,,,,,,
LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,7.27164357,7.330909091,7.230989957,8.629097805,9.367380983,9.178624443,9.775698693,10.34635388,11.29874977,12.35570757,11.70228337,12.35587189,13.88666623,11.59258857,13.41214084,12.65417466,12.97487005,15.69368528,20.31149654,22.62584229,17.16521112,18.13634492,19.62423668,21.0762247,19.30255096,20.68366436,20.3556504,20.19158919,21.79956032,20.18055429,19.6162954,8.821200768,9.056628175,9.833355019,10.9574086,31.06684617,29.8959939,29.44191213,28.72261505,29.25775094,28.83454354,30.73267832,31.03446544,30.74549024,32.38635085,33.07610259,34.67049206,34.23950368,29.54200652,25.74003016,24.68426166,33.73879695,34.01804378,33.53936076,34.49362888,39.38185044,42.47566529,43.88275257,46.69840733,47.00849294,,,,
LMC,8.373217528,9.374049465,9.822916526,10.43014869,10.6570269,11.63854646,12.46098308,12.73017001,13.60332363,14.13872711,13.99223975,15.22404088,16.47015537,16.43414964,14.96831781,17.59780737,19.95141575,20.74344814,22.59940855,23.62371443,24.0736519,21.05387512,22.07420462,23.73877211,24.19315496,24.84470944,26.9703029,26.38934772,25.78492464,25.94396101,24.6376167,21.95802376,21.0712302,20.80871787,21.38921483,21.29345014,21.70347981,22.89115412,22.8254746,26.41732192,27.59492138,28.6660884,29.73049577,29.33646808,31.38052676,33.03800305,34.97753501,37.65161674,41.10165659,41.51716483,42.90181192,42.16643348,41.69398163,40.89853676,41.67532906,42.86158922,44.08473001,43.44178385,43.10424567,43.78614137,46.80619805,45.46497792,,
LMY,,,,,,,,,,,,,,,,,,31.25996396,,33.34648701,,,33.09721007,34.7050566,35.60275758,36.45467019,38.82768049,39.75332318,,,,,,,,46.62180207,48.12660732,47.32736269,46.60503248,51.03670289,50.89041266,49.14308709,52.8462045,56.30773558,55.24580759,53.9850149,55.53566704,58.60973032,58.34376947,68.13778307,69.4691966,70.52524271,75.06017391,79.60259191,84.71055452,93.56550325,95.20528419,95.03003193,100.5451638,104.3933488,118.6852355,116.7110742,130.8766663,
LSO,,,,,,,,,,,,,,6.826397146,8.396097561,7.625678119,9.010124611,8.114217728,7.954270923,9.763814982,7.057720916,10.90183727,13.58810973,11.79908069,14.46932679,15.35989983,12.97636281,14.72703602,14.94216825,14.84955265,15.59595952,16.16359641,15.59447398,17.97905164,22.02083783,18.25105305,16.34400921,21.37027768,16.24177312,14.74904978,13.7714837,12.47160866,12.49695559,5.349780265,5.255960102,7.233122641,7.360804436,9.992370076,10.02378792,12.6072342,13.41137887,14.34885829,18.5687327,19.94730038,19.33150184,18.2736367,18.06681301,20.00866479,20.13140455,21.58187386,21.78440986,24.16515694,22.84252469,
LTE,,,,,,,,,,,,,,,,,,44.38482082,45.09033622,44.10718856,46.59939614,50.37410101,53.22535601,54.31158957,57.37694144,62.16183986,,,,,,,,,,,60.87577307,64.99000586,65.01186516,73.2245525,73.95559109,69.9440786,74.36207984,78.42005298,76.05953211,72.63212224,73.0041849,75.79950007,76.19138995,91.69873195,91.50513311,90.58837882,96.11970692,101.4152472,107.7811589,120.8366744,122.4896046,120.1545398,123.5670491,129.4309289,146.0998875,142.1128607,151.1961587,
LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.62559001,49.50000588,46.51877933,43.01711601,40.81592374,41.55766482,42.68978892,40.97804498,40.37330277,38.96104427,37.32467628,37.33482073,35.72898388,
LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.45482052,67.49380802,69.05403521,65.99646881,71.272448,74.72411521,85.31183984,101.1533269,100.973751,86.11712717,84.17663005,83.58294518,86.66145807,86.30596454,91.78405116,96.25308594,100.4731335,105.6217075,108.9833952,110.1694034,103.9636621,101.4936346,
LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.67613299,80.17672679,64.69031955,58.23110544,51.33793977,48.30676841,46.70233213,42.12058115,36.60616907,34.54369951,33.71033332,31.41629843,28.78052982,
MAC,,,,,,,,,,,,,,,,,,,,,,,,,52.42820342,63.18861863,61.09147186,56.01683566,59.63647231,63.59755256,62.64285714,65.59426637,66.06166569,79.74369199,79.03680408,74.26614656,77.81946339,84.35068408,78.92639847,80.47565357,71.96674576,63.40378865,54.57937521,48.21940224,40.72075613,43.90168968,40.91515704,47.31151902,53.28204745,57.46047179,56.87080758,56.12988106,57.57576997,62.54241449,77.38634007,108.2525729,117.3970947,113.4326074,113.6224166,119.6673287,269.1616355,230.0057178,297.9617299,
MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.29228908,86.80417696,87.76184019,83.56554256,83.51030761,78.393398,80.22994968,80.19404817,78.95681018,81.47485955,91.01908304,86.57108466,88.0298187,
MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.49704603,29.9278324,33.70248781,35.73508834,31.40384473,28.93713529,25.842113,23.13367991,23.6435927,25.32422527,28.67481955,28.53093499,27.53878954,
MDG,,,13.09075591,14.0093079,14.89183471,13.57842247,14.05281758,15.5595531,15.34648198,15.0381701,15.79537314,16.54435714,16.46443726,15.15409306,14.20621805,13.6873182,13.59737154,14.91702699,15.10846848,16.33326167,14.1122154,13.29303914,12.43697228,12.17594064,13.4508701,14.39711394,14.44066625,14.53597856,11.68738788,11.43330981,12.89145683,14.25822378,13.26409384,13.65162154,12.38951468,9.469857844,7.85652529,8.283184098,7.56390698,7.207537902,7.352042504,6.979457169,6.658481085,7.538672416,8.607274485,8.495638304,8.78158028,8.77598082,9.702179478,10.14157929,10.86866161,10.18025378,10.11669385,11.08328794,11.66775886,12.31059239,11.88781403,12.70612262,12.9668769,14.21169155,16.4151092,17.60710323,18.6674723,
MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.08144895,38.84257819,42.63670765,54.6302288,57.73434067,53.78100723,47.68449272,42.42816365,35.11874638,31.2161621,28.9548998,29.10147863,30.34762254,31.1989633,31.0378664,31.53933402,53.35516274,39.29470165,35.25397859,
MEA,,13.84585765,13.44376406,14.40776252,15.35885944,16.74890718,17.31263544,17.55138921,17.76331479,19.10228868,16.99998637,16.43714373,18.12177728,18.15609946,12.70548509,16.8475223,17.54953932,18.80244386,,21.57137077,20.83407618,21.64920789,24.44786643,26.61032638,27.43738975,29.15149006,32.43325147,32.52534073,34.21025117,32.27508596,,23.11693181,20.52954932,21.46465317,22.6776432,29.79189456,29.12579952,31.08619465,35.93911153,36.2844701,36.16140545,38.76415689,39.07167053,38.06975333,36.84743055,37.44005364,37.39676827,38.75997943,38.34515064,42.84854323,42.75240675,41.81738965,40.89749933,41.32368256,44.74398431,52.81548423,59.14279613,57.08677836,,,,,,
MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.31290908,17.93177764,15.538535,14.34778095,12.24097723,14.17826253,14.64127546,14.10549326,15.31359082,18.35189168,20.43946981,19.75537532,21.61192256,22.32377502,23.58483284,24.92705638,27.85905933,28.18368211,30.83049787,32.95084239,34.34312567,33.61521781,35.55502508,36.9432552,35.16421571,34.27401798,
MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC,,,,,,,,,,,,,,,,,,32.25098193,,34.30968912,,,34.16784039,35.73663666,36.95311896,37.83067452,40.52781622,41.63286079,,,,,,,,,49.36280556,48.39561051,47.66325988,52.33122696,52.39876043,50.46372338,54.38093382,57.87787132,56.72596385,55.36926449,56.95379111,60.04657765,59.64252292,69.56300357,70.8033867,71.48152455,75.8453377,80.4559558,85.52815161,94.4927564,96.1439511,96.01658692,101.3151622,105.211477,119.6466412,117.5333547,131.5948255,
MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.11219661,47.64909491,50.51355396,52.03203647,48.97800585,49.88447924,50.24445256,51.26796565,55.74661388,55.50104904,55.74005034,
MLI,,,,,,,,11.16244345,7.631676981,11.08027862,11.80484785,12.71525171,13.83183456,17.22395115,26.31227886,28.6889434,27.31220134,20.68225476,23.84110756,22.42037749,22.05336673,20.89566521,21.67404506,20.55307435,13.10414578,13.35740361,15.56223013,15.21618088,10.90066683,12.11489401,11.55896026,11.23937739,12.35492218,11.94213152,7.519248036,9.755469204,12.17659041,12.73101896,14.79489926,13.77435575,13.52660228,13.49797041,14.65954069,14.88199917,17.00703658,14.84396626,15.49884382,16.24267161,11.94032134,16.47230661,18.00826805,18.41144657,19.55804933,20.90772606,22.06950994,24.99163663,26.42641658,25.94822394,25.58980469,24.50035908,25.9867283,28.28285045,29.6321438,
MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3983884,106.4473021,108.4136504,114.9839867,122.1109209,115.7845856,118.7721003,110.3017731,102.2008643,96.62200206,85.28886126,81.75271306,74.4426547,72.45041655,71.03106836,80.80254169,74.66043997,72.01418056,
MMR,6.191797208,6.988294703,7.178934075,4.588627965,3.159604218,1.901889022,2.289670471,1.890935431,1.916282704,2.188603391,4.701754523,4.671840478,6.357222606,6.582871695,2.996537258,3.365421448,4.871112354,5.884934857,7.430817493,5.685902504,5.519438702,5.923507463,5.276537476,5.274672499,4.470399488,4.933112029,5.09758074,4.364027976,3.67377943,2.616591459,4.743934175,6.760619778,7.769872415,6.465642968,5.993050381,7.581561327,9.564256673,10.31889873,9.699200386,8.097720881,9.517409286,11.00217158,10.34484714,4.095681213,4.740162895,4.657059701,3.877139918,3.423736465,3.121102902,3.472176911,4.766953785,6.746762064,9.310266145,12.83852973,15.56162638,18.11470002,22.00636698,24.50054608,26.20930858,26.63790148,28.98289995,,,
